Manager,User,RoleName,Department,ID
Manager41,User302,Role910,Dept1,302
Manager43,User724,Role2880,Dept1,724
Manager33,User764,Role2968,Dept1,764
Manager31,User321,Role901,Dept1,321
Manager16,User590,Role261,Dept1,590
Manager28,User137,Role2293,Dept1,137
Manager21,User965,Role1457,Dept1,965
Manager23,User940,Role343,Dept1,940
Manager44,User642,Role1258,Dept1,642
Manager18,User965,Role275,Dept1,965
Manager46,User595,Role2678,Dept1,595
Manager46,User702,Role331,Dept1,702
Manager39,User478,Role2542,Dept1,478
Manager3,User639,Role2981,Dept1,639
Manager4,User32,Role762,Dept1,32
Manager32,User629,Role794,Dept1,629
Manager8,User925,Role2894,Dept1,925
Manager2,User968,Role315,Dept1,968
Manager32,User393,Role1880,Dept1,393
Manager18,User363,Role163,Dept1,363
Manager27,User717,Role1485,Dept1,717
Manager45,User603,Role1948,Dept1,603
Manager17,User20,Role2714,Dept1,20
Manager30,User598,Role1061,Dept1,598
Manager8,User969,Role323,Dept1,969
Manager3,User582,Role1921,Dept1,582
Manager22,User875,Role1523,Dept1,875
Manager22,User181,Role197,Dept1,181
Manager4,User13,Role2893,Dept1,13
Manager16,User743,Role1847,Dept1,743
Manager33,User941,Role1356,Dept1,941
Manager32,User759,Role2660,Dept1,759
Manager48,User562,Role2334,Dept1,562
Manager5,User474,Role2576,Dept1,474
Manager42,User828,Role2100,Dept1,828
Manager24,User408,Role2816,Dept1,408
Manager5,User279,Role2419,Dept1,279
Manager44,User432,Role1807,Dept1,432
Manager47,User16,Role1001,Dept1,16
Manager5,User812,Role1364,Dept1,812
Manager17,User15,Role1980,Dept1,15
Manager32,User626,Role831,Dept1,626
Manager24,User878,Role1524,Dept1,878
Manager19,User374,Role2838,Dept1,374
Manager34,User477,Role1878,Dept1,477
Manager3,User883,Role743,Dept1,883
Manager21,User765,Role1106,Dept1,765
Manager12,User570,Role1252,Dept1,570
Manager29,User401,Role1165,Dept1,401
Manager17,User612,Role2731,Dept1,612
Manager19,User662,Role1677,Dept1,662
Manager13,User421,Role787,Dept1,421
Manager12,User221,Role1990,Dept1,221
Manager22,User330,Role698,Dept1,330
Manager3,User710,Role225,Dept1,710
Manager0,User886,Role52,Dept1,886
Manager0,User369,Role922,Dept1,369
Manager11,User883,Role1936,Dept1,883
Manager12,User466,Role235,Dept1,466
Manager49,User773,Role2932,Dept1,773
Manager33,User199,Role2302,Dept1,199
Manager32,User278,Role2816,Dept1,278
Manager27,User543,Role1557,Dept1,543
Manager47,User466,Role1784,Dept1,466
Manager20,User204,Role1639,Dept1,204
Manager40,User488,Role1984,Dept1,488
Manager13,User101,Role1405,Dept1,101
Manager8,User528,Role466,Dept1,528
Manager42,User116,Role715,Dept1,116
Manager33,User387,Role2825,Dept1,387
Manager46,User950,Role1363,Dept1,950
Manager9,User224,Role428,Dept1,224
Manager28,User161,Role1578,Dept1,161
Manager13,User106,Role985,Dept1,106
Manager8,User64,Role1306,Dept1,64
Manager10,User497,Role23,Dept1,497
Manager45,User112,Role259,Dept1,112
Manager9,User616,Role39,Dept1,616
Manager42,User108,Role206,Dept1,108
Manager10,User661,Role2320,Dept1,661
Manager30,User208,Role1419,Dept1,208
Manager13,User303,Role1595,Dept1,303
Manager27,User825,Role1781,Dept1,825
Manager37,User855,Role1503,Dept1,855
Manager3,User335,Role2359,Dept1,335
Manager4,User876,Role711,Dept1,876
Manager6,User297,Role1481,Dept1,297
Manager30,User223,Role1556,Dept1,223
Manager41,User267,Role2930,Dept1,267
Manager43,User393,Role821,Dept1,393
Manager27,User511,Role2433,Dept1,511
Manager19,User208,Role1135,Dept1,208
Manager34,User619,Role1938,Dept1,619
Manager43,User707,Role462,Dept1,707
Manager27,User610,Role160,Dept1,610
Manager6,User696,Role2211,Dept1,696
Manager26,User679,Role1717,Dept1,679
Manager10,User722,Role2789,Dept1,722
Manager3,User274,Role1534,Dept1,274
Manager13,User886,Role1416,Dept1,886
Manager36,User563,Role1384,Dept1,563
Manager12,User544,Role2855,Dept1,544
Manager5,User845,Role435,Dept1,845
Manager48,User666,Role2522,Dept1,666
Manager32,User35,Role1856,Dept1,35
Manager15,User432,Role1735,Dept1,432
Manager25,User629,Role827,Dept1,629
Manager41,User822,Role1619,Dept1,822
Manager15,User339,Role2857,Dept1,339
Manager45,User881,Role946,Dept1,881
Manager12,User514,Role1979,Dept1,514
Manager22,User506,Role553,Dept1,506
Manager17,User967,Role1531,Dept1,967
Manager20,User835,Role1124,Dept1,835
Manager29,User311,Role2786,Dept1,311
Manager19,User772,Role476,Dept1,772
Manager32,User233,Role524,Dept1,233
Manager14,User494,Role1957,Dept1,494
Manager13,User474,Role100,Dept1,474
Manager46,User614,Role1184,Dept1,614
Manager6,User572,Role752,Dept1,572
Manager46,User107,Role2683,Dept1,107
Manager45,User972,Role1184,Dept1,972
Manager37,User169,Role266,Dept1,169
Manager15,User709,Role1757,Dept1,709
Manager30,User563,Role309,Dept1,563
Manager14,User290,Role1738,Dept1,290
Manager27,User591,Role1097,Dept1,591
Manager43,User713,Role619,Dept1,713
Manager45,User532,Role1882,Dept1,532
Manager0,User391,Role163,Dept1,391
Manager34,User150,Role1548,Dept1,150
Manager42,User463,Role2464,Dept1,463
Manager40,User58,Role1308,Dept1,58
Manager33,User648,Role764,Dept1,648
Manager42,User800,Role499,Dept1,800
Manager7,User514,Role9,Dept1,514
Manager4,User186,Role845,Dept1,186
Manager37,User298,Role1755,Dept1,298
Manager25,User423,Role2276,Dept1,423
Manager7,User627,Role612,Dept1,627
Manager38,User986,Role2731,Dept1,986
Manager47,User587,Role2133,Dept1,587
Manager40,User645,Role1843,Dept1,645
Manager2,User849,Role1002,Dept1,849
Manager27,User509,Role811,Dept1,509
Manager17,User115,Role394,Dept1,115
Manager41,User697,Role1574,Dept1,697
Manager23,User862,Role1433,Dept1,862
Manager32,User771,Role1552,Dept1,771
Manager35,User981,Role182,Dept1,981
Manager36,User101,Role2532,Dept1,101
Manager49,User368,Role1463,Dept1,368
Manager12,User423,Role15,Dept1,423
Manager33,User743,Role868,Dept1,743
Manager37,User917,Role2784,Dept1,917
Manager8,User129,Role2475,Dept1,129
Manager14,User48,Role1880,Dept1,48
Manager19,User243,Role2974,Dept1,243
Manager4,User905,Role2367,Dept1,905
Manager1,User667,Role1437,Dept1,667
Manager42,User345,Role2483,Dept1,345
Manager17,User97,Role2064,Dept1,97
Manager0,User259,Role1147,Dept1,259
Manager47,User756,Role2878,Dept1,756
Manager21,User573,Role1717,Dept1,573
Manager30,User754,Role2932,Dept1,754
Manager37,User924,Role586,Dept1,924
Manager3,User994,Role1473,Dept1,994
Manager18,User82,Role301,Dept1,82
Manager35,User523,Role902,Dept1,523
Manager45,User960,Role1759,Dept1,960
Manager31,User170,Role2552,Dept1,170
Manager1,User39,Role2008,Dept1,39
Manager36,User211,Role2943,Dept1,211
Manager6,User858,Role1451,Dept1,858
Manager49,User827,Role1099,Dept1,827
Manager9,User337,Role2213,Dept1,337
Manager32,User65,Role2544,Dept1,65
Manager18,User898,Role457,Dept1,898
Manager19,User426,Role995,Dept1,426
Manager22,User184,Role2301,Dept1,184
Manager21,User422,Role2493,Dept1,422
Manager35,User242,Role1045,Dept1,242
Manager33,User435,Role1172,Dept1,435
Manager15,User679,Role1507,Dept1,679
Manager44,User820,Role1946,Dept1,820
Manager4,User719,Role2031,Dept1,719
Manager22,User491,Role2752,Dept1,491
Manager16,User553,Role1556,Dept1,553
Manager31,User449,Role1194,Dept1,449
Manager27,User508,Role1832,Dept1,508
Manager31,User852,Role2673,Dept1,852
Manager47,User718,Role316,Dept1,718
Manager32,User331,Role1266,Dept1,331
Manager47,User938,Role464,Dept1,938
Manager17,User622,Role2142,Dept1,622
Manager12,User286,Role2205,Dept1,286
Manager35,User889,Role725,Dept1,889
Manager4,User300,Role1259,Dept1,300
Manager27,User542,Role2630,Dept1,542
Manager13,User365,Role1668,Dept1,365
Manager33,User954,Role793,Dept1,954
Manager25,User838,Role168,Dept1,838
Manager31,User398,Role1337,Dept1,398
Manager23,User341,Role442,Dept1,341
Manager3,User934,Role2439,Dept1,934
Manager14,User685,Role1701,Dept1,685
Manager43,User465,Role1819,Dept1,465
Manager28,User595,Role1628,Dept1,595
Manager42,User846,Role1448,Dept1,846
Manager29,User577,Role1057,Dept1,577
Manager29,User401,Role2372,Dept1,401
Manager12,User704,Role584,Dept1,704
Manager26,User993,Role124,Dept1,993
Manager37,User919,Role2310,Dept1,919
Manager35,User504,Role2267,Dept1,504
Manager13,User640,Role1597,Dept1,640
Manager10,User894,Role2156,Dept1,894
Manager1,User460,Role281,Dept1,460
Manager12,User55,Role2577,Dept1,55
Manager0,User583,Role1573,Dept1,583
Manager41,User768,Role2808,Dept1,768
Manager36,User107,Role1233,Dept1,107
Manager4,User470,Role1560,Dept1,470
Manager14,User455,Role2705,Dept1,455
Manager14,User522,Role84,Dept1,522
Manager42,User46,Role2321,Dept1,46
Manager49,User913,Role1619,Dept1,913
Manager1,User631,Role1226,Dept1,631
Manager14,User815,Role2491,Dept1,815
Manager5,User754,Role2931,Dept1,754
Manager30,User635,Role1777,Dept1,635
Manager35,User279,Role2903,Dept1,279
Manager5,User773,Role1807,Dept1,773
Manager42,User853,Role1203,Dept1,853
Manager15,User922,Role667,Dept1,922
Manager3,User991,Role520,Dept1,991
Manager11,User783,Role1239,Dept1,783
Manager9,User26,Role92,Dept1,26
Manager15,User446,Role245,Dept1,446
Manager34,User766,Role286,Dept1,766
Manager47,User901,Role1455,Dept1,901
Manager10,User741,Role1417,Dept1,741
Manager1,User728,Role1809,Dept1,728
Manager8,User567,Role2837,Dept1,567
Manager9,User186,Role2534,Dept1,186
Manager0,User74,Role2627,Dept1,74
Manager45,User443,Role2543,Dept1,443
Manager31,User157,Role279,Dept1,157
Manager1,User33,Role1809,Dept1,33
Manager20,User935,Role523,Dept1,935
Manager8,User386,Role1360,Dept1,386
Manager23,User8,Role439,Dept1,8
Manager26,User908,Role1677,Dept1,908
Manager14,User145,Role2685,Dept1,145
Manager28,User326,Role480,Dept1,326
Manager12,User984,Role1023,Dept1,984
Manager29,User337,Role2186,Dept1,337
Manager14,User804,Role713,Dept1,804
Manager40,User889,Role1691,Dept1,889
Manager14,User871,Role198,Dept1,871
Manager18,User818,Role1700,Dept1,818
Manager39,User28,Role2405,Dept1,28
Manager35,User148,Role2912,Dept1,148
Manager23,User812,Role2121,Dept1,812
Manager5,User248,Role2036,Dept1,248
Manager9,User392,Role1051,Dept1,392
Manager48,User498,Role787,Dept1,498
Manager47,User242,Role2396,Dept1,242
Manager44,User692,Role2156,Dept1,692
Manager11,User885,Role1500,Dept1,885
Manager38,User832,Role726,Dept1,832
Manager22,User71,Role414,Dept1,71
Manager28,User931,Role32,Dept1,931
Manager28,User216,Role1279,Dept1,216
Manager9,User129,Role1511,Dept1,129
Manager11,User929,Role2135,Dept1,929
Manager1,User589,Role1312,Dept1,589
Manager37,User13,Role2249,Dept1,13
Manager29,User362,Role1404,Dept1,362
Manager37,User532,Role487,Dept1,532
Manager19,User778,Role1146,Dept1,778
Manager12,User141,Role1946,Dept1,141
Manager26,User311,Role1162,Dept1,311
Manager32,User887,Role773,Dept1,887
Manager25,User736,Role1317,Dept1,736
Manager4,User652,Role104,Dept1,652
Manager41,User63,Role2677,Dept1,63
Manager3,User221,Role2704,Dept1,221
Manager9,User876,Role1401,Dept1,876
Manager33,User95,Role2395,Dept1,95
Manager9,User891,Role1361,Dept1,891
Manager19,User463,Role413,Dept1,463
Manager35,User12,Role1379,Dept1,12
Manager6,User292,Role2094,Dept1,292
Manager0,User7,Role1183,Dept1,7
Manager41,User759,Role14,Dept1,759
Manager39,User742,Role2532,Dept1,742
Manager12,User419,Role1726,Dept1,419
Manager39,User306,Role1035,Dept1,306
Manager46,User8,Role971,Dept1,8
Manager49,User888,Role2914,Dept1,888
Manager7,User731,Role2906,Dept1,731
Manager33,User640,Role2450,Dept1,640
Manager40,User738,Role1336,Dept1,738
Manager29,User971,Role2711,Dept1,971
Manager4,User535,Role2838,Dept1,535
Manager16,User722,Role1048,Dept1,722
Manager17,User682,Role2427,Dept1,682
Manager40,User494,Role2238,Dept1,494
Manager44,User638,Role2948,Dept1,638
Manager36,User695,Role1239,Dept1,695
Manager11,User591,Role496,Dept1,591
Manager30,User252,Role1620,Dept1,252
Manager10,User617,Role720,Dept1,617
Manager18,User81,Role51,Dept1,81
Manager10,User904,Role859,Dept1,904
Manager49,User706,Role2092,Dept1,706
Manager48,User775,Role2559,Dept1,775
Manager12,User918,Role298,Dept1,918
Manager30,User857,Role1786,Dept1,857
Manager44,User128,Role683,Dept1,128
Manager44,User292,Role2365,Dept1,292
Manager31,User202,Role1185,Dept1,202
Manager48,User821,Role2140,Dept1,821
Manager16,User370,Role2243,Dept1,370
Manager8,User576,Role297,Dept1,576
Manager3,User366,Role849,Dept1,366
Manager45,User469,Role2146,Dept1,469
Manager27,User475,Role324,Dept1,475
Manager40,User475,Role135,Dept1,475
Manager42,User999,Role2144,Dept1,999
Manager34,User943,Role1001,Dept1,943
Manager24,User246,Role1404,Dept1,246
Manager19,User182,Role2209,Dept1,182
Manager22,User389,Role2188,Dept1,389
Manager24,User27,Role1585,Dept1,27
Manager17,User770,Role1208,Dept1,770
Manager1,User141,Role2729,Dept1,141
Manager24,User806,Role1530,Dept1,806
Manager33,User159,Role1996,Dept1,159
Manager27,User176,Role1899,Dept1,176
Manager9,User304,Role1366,Dept1,304
Manager35,User623,Role628,Dept1,623
Manager5,User651,Role2727,Dept1,651
Manager5,User467,Role132,Dept1,467
Manager34,User712,Role2090,Dept1,712
Manager17,User262,Role1000,Dept1,262
Manager42,User927,Role807,Dept1,927
Manager33,User732,Role2069,Dept1,732
Manager30,User270,Role2373,Dept1,270
Manager24,User247,Role2212,Dept1,247
Manager2,User433,Role728,Dept1,433
Manager8,User160,Role2647,Dept1,160
Manager48,User622,Role2889,Dept1,622
Manager35,User314,Role343,Dept1,314
Manager8,User204,Role2399,Dept1,204
Manager4,User224,Role929,Dept1,224
Manager5,User251,Role835,Dept1,251
Manager31,User637,Role811,Dept1,637
Manager13,User34,Role2265,Dept1,34
Manager1,User916,Role247,Dept1,916
Manager30,User700,Role2673,Dept1,700
Manager1,User731,Role2991,Dept1,731
Manager7,User314,Role1017,Dept1,314
Manager16,User75,Role583,Dept1,75
Manager21,User595,Role573,Dept1,595
Manager28,User841,Role384,Dept1,841
Manager0,User366,Role2795,Dept1,366
Manager48,User691,Role1912,Dept1,691
Manager45,User750,Role2597,Dept1,750
Manager9,User665,Role2239,Dept1,665
Manager14,User347,Role392,Dept1,347
Manager4,User281,Role93,Dept1,281
Manager24,User782,Role2533,Dept1,782
Manager24,User61,Role2670,Dept1,61
Manager45,User644,Role94,Dept1,644
Manager13,User52,Role2525,Dept1,52
Manager21,User845,Role884,Dept1,845
Manager28,User506,Role1563,Dept1,506
Manager36,User633,Role883,Dept1,633
Manager33,User19,Role1157,Dept1,19
Manager24,User860,Role2863,Dept1,860
Manager27,User622,Role1550,Dept1,622
Manager7,User129,Role1630,Dept1,129
Manager5,User281,Role1134,Dept1,281
Manager46,User130,Role1269,Dept1,130
Manager6,User679,Role2327,Dept1,679
Manager25,User160,Role2178,Dept1,160
Manager6,User482,Role1856,Dept1,482
Manager17,User832,Role2670,Dept1,832
Manager49,User457,Role104,Dept1,457
Manager17,User442,Role2368,Dept1,442
Manager10,User388,Role1473,Dept1,388
Manager18,User817,Role721,Dept1,817
Manager4,User300,Role442,Dept1,300
Manager37,User334,Role2159,Dept1,334
Manager12,User804,Role1552,Dept1,804
Manager44,User159,Role1859,Dept1,159
Manager45,User953,Role2115,Dept1,953
Manager34,User462,Role2676,Dept1,462
Manager44,User266,Role1138,Dept1,266
Manager38,User39,Role2238,Dept1,39
Manager20,User831,Role1740,Dept1,831
Manager5,User811,Role2881,Dept1,811
Manager6,User115,Role2462,Dept1,115
Manager12,User86,Role1621,Dept1,86
Manager34,User926,Role1553,Dept1,926
Manager22,User382,Role1346,Dept1,382
Manager34,User762,Role1812,Dept1,762
Manager6,User581,Role2610,Dept1,581
Manager41,User535,Role2801,Dept1,535
Manager25,User905,Role2459,Dept1,905
Manager42,User44,Role1608,Dept1,44
Manager38,User775,Role2992,Dept1,775
Manager33,User702,Role693,Dept1,702
Manager19,User397,Role2328,Dept1,397
Manager25,User878,Role1710,Dept1,878
Manager34,User812,Role2091,Dept1,812
Manager43,User805,Role1365,Dept1,805
Manager12,User293,Role136,Dept1,293
Manager5,User140,Role2678,Dept1,140
Manager35,User789,Role2369,Dept1,789
Manager39,User790,Role1149,Dept1,790
Manager26,User713,Role1425,Dept1,713
Manager48,User143,Role743,Dept1,143
Manager31,User903,Role1660,Dept1,903
Manager34,User445,Role254,Dept1,445
Manager2,User349,Role833,Dept1,349
Manager43,User339,Role2456,Dept1,339
Manager38,User532,Role822,Dept1,532
Manager14,User200,Role1801,Dept1,200
Manager14,User232,Role1238,Dept1,232
Manager29,User628,Role1050,Dept1,628
Manager9,User780,Role1977,Dept1,780
Manager24,User596,Role1158,Dept1,596
Manager39,User785,Role1779,Dept1,785
Manager21,User755,Role2459,Dept1,755
Manager3,User219,Role2105,Dept1,219
Manager9,User790,Role1722,Dept1,790
Manager26,User396,Role952,Dept1,396
Manager1,User178,Role1428,Dept1,178
Manager15,User460,Role271,Dept1,460
Manager12,User962,Role39,Dept1,962
Manager2,User244,Role964,Dept1,244
Manager34,User705,Role690,Dept1,705
Manager43,User226,Role2492,Dept1,226
Manager15,User619,Role317,Dept1,619
Manager37,User257,Role2290,Dept1,257
Manager48,User283,Role1009,Dept1,283
Manager30,User823,Role1384,Dept1,823
Manager39,User545,Role1629,Dept1,545
Manager34,User168,Role1230,Dept1,168
Manager40,User985,Role1285,Dept1,985
Manager9,User717,Role2133,Dept1,717
Manager47,User216,Role2430,Dept1,216
Manager32,User586,Role50,Dept1,586
Manager38,User354,Role2236,Dept1,354
Manager42,User817,Role1732,Dept1,817
Manager38,User906,Role360,Dept1,906
Manager43,User837,Role2905,Dept1,837
Manager22,User37,Role1102,Dept1,37
Manager5,User703,Role1219,Dept1,703
Manager24,User635,Role1973,Dept1,635
Manager2,User128,Role2271,Dept1,128
Manager39,User996,Role1109,Dept1,996
Manager0,User656,Role2616,Dept1,656
Manager31,User285,Role2752,Dept1,285
Manager6,User851,Role843,Dept1,851
Manager40,User5,Role1727,Dept1,5
Manager5,User496,Role2173,Dept1,496
Manager12,User992,Role805,Dept1,992
Manager25,User140,Role1027,Dept1,140
Manager23,User183,Role1793,Dept1,183
Manager9,User636,Role1137,Dept1,636
Manager4,User184,Role1695,Dept1,184
Manager12,User4,Role2778,Dept1,4
Manager44,User247,Role2838,Dept1,247
Manager8,User993,Role960,Dept1,993
Manager40,User547,Role2120,Dept1,547
Manager5,User80,Role2633,Dept1,80
Manager2,User725,Role1374,Dept1,725
Manager34,User919,Role2504,Dept1,919
Manager10,User485,Role2715,Dept1,485
Manager38,User412,Role1231,Dept1,412
Manager32,User655,Role586,Dept1,655
Manager16,User59,Role848,Dept1,59
Manager10,User874,Role222,Dept1,874
Manager49,User10,Role1694,Dept1,10
Manager14,User793,Role556,Dept1,793
Manager1,User900,Role486,Dept1,900
Manager26,User55,Role1074,Dept1,55
Manager44,User962,Role1268,Dept1,962
Manager10,User806,Role916,Dept1,806
Manager1,User741,Role2917,Dept1,741
Manager1,User438,Role1852,Dept1,438
Manager7,User858,Role2834,Dept1,858
Manager15,User174,Role1590,Dept1,174
Manager5,User176,Role2976,Dept1,176
Manager41,User533,Role2541,Dept1,533
Manager37,User245,Role2237,Dept1,245
Manager7,User37,Role624,Dept1,37
Manager47,User795,Role1998,Dept1,795
Manager14,User553,Role197,Dept1,553
Manager35,User536,Role943,Dept1,536
Manager38,User574,Role495,Dept1,574
Manager9,User228,Role1971,Dept1,228
Manager5,User588,Role2071,Dept1,588
Manager2,User999,Role449,Dept1,999
Manager46,User978,Role330,Dept1,978
Manager45,User432,Role1712,Dept1,432
Manager27,User128,Role861,Dept1,128
Manager17,User207,Role583,Dept1,207
Manager49,User671,Role2326,Dept1,671
Manager27,User321,Role2863,Dept1,321
Manager31,User255,Role2203,Dept1,255
Manager29,User550,Role280,Dept1,550
Manager38,User288,Role2545,Dept1,288
Manager48,User69,Role1998,Dept1,69
Manager1,User833,Role1993,Dept1,833
Manager7,User69,Role2617,Dept1,69
Manager16,User150,Role1411,Dept1,150
Manager21,User555,Role654,Dept1,555
Manager42,User225,Role1122,Dept1,225
Manager44,User174,Role533,Dept1,174
Manager46,User298,Role328,Dept1,298
Manager7,User56,Role1616,Dept1,56
Manager48,User84,Role385,Dept1,84
Manager39,User689,Role956,Dept1,689
Manager41,User567,Role297,Dept1,567
Manager38,User23,Role652,Dept1,23
Manager11,User807,Role819,Dept1,807
Manager23,User521,Role1268,Dept1,521
Manager9,User15,Role160,Dept1,15
Manager7,User423,Role87,Dept1,423
Manager27,User893,Role423,Dept1,893
Manager24,User540,Role2960,Dept1,540
Manager49,User506,Role2371,Dept1,506
Manager44,User222,Role992,Dept1,222
Manager43,User546,Role553,Dept1,546
Manager0,User817,Role1668,Dept1,817
Manager13,User997,Role616,Dept1,997
Manager19,User939,Role1670,Dept1,939
Manager40,User926,Role1174,Dept1,926
Manager25,User122,Role1882,Dept1,122
Manager3,User654,Role2463,Dept1,654
Manager13,User753,Role1265,Dept1,753
Manager2,User970,Role1009,Dept1,970
Manager21,User920,Role813,Dept1,920
Manager37,User426,Role2990,Dept1,426
Manager29,User494,Role530,Dept1,494
Manager32,User408,Role668,Dept1,408
Manager16,User63,Role1503,Dept1,63
Manager23,User455,Role590,Dept1,455
Manager9,User635,Role2664,Dept1,635
Manager37,User610,Role1338,Dept1,610
Manager26,User87,Role313,Dept1,87
Manager32,User700,Role2964,Dept1,700
Manager13,User918,Role2225,Dept1,918
Manager49,User770,Role1041,Dept1,770
Manager24,User906,Role335,Dept1,906
Manager18,User907,Role2034,Dept1,907
Manager43,User746,Role1306,Dept1,746
Manager44,User161,Role2652,Dept1,161
Manager35,User213,Role1758,Dept1,213
Manager12,User695,Role1436,Dept1,695
Manager1,User512,Role965,Dept1,512
Manager6,User351,Role2782,Dept1,351
Manager14,User926,Role1962,Dept1,926
Manager36,User255,Role1559,Dept1,255
Manager0,User39,Role1893,Dept1,39
Manager41,User70,Role371,Dept1,70
Manager39,User908,Role328,Dept1,908
Manager16,User726,Role1349,Dept1,726
Manager43,User710,Role1720,Dept1,710
Manager35,User611,Role239,Dept1,611
Manager3,User332,Role109,Dept1,332
Manager8,User557,Role596,Dept1,557
Manager26,User258,Role1153,Dept1,258
Manager47,User722,Role2001,Dept1,722
Manager25,User440,Role986,Dept1,440
Manager1,User263,Role1628,Dept1,263
Manager44,User506,Role1952,Dept1,506
Manager46,User668,Role1506,Dept1,668
Manager6,User83,Role2789,Dept1,83
Manager25,User888,Role2744,Dept1,888
Manager4,User7,Role2592,Dept1,7
Manager36,User576,Role2656,Dept1,576
Manager22,User736,Role2356,Dept1,736
Manager1,User914,Role332,Dept1,914
Manager25,User881,Role2139,Dept1,881
Manager40,User988,Role1415,Dept1,988
Manager2,User145,Role601,Dept1,145
Manager16,User501,Role1510,Dept1,501
Manager0,User181,Role285,Dept1,181
Manager14,User814,Role1334,Dept1,814
Manager22,User300,Role1060,Dept1,300
Manager1,User585,Role1328,Dept1,585
Manager28,User442,Role115,Dept1,442
Manager23,User756,Role367,Dept1,756
Manager27,User960,Role1274,Dept1,960
Manager46,User42,Role1514,Dept1,42
Manager31,User194,Role2159,Dept1,194
Manager12,User364,Role1527,Dept1,364
Manager8,User158,Role1169,Dept1,158
Manager22,User144,Role604,Dept1,144
Manager44,User973,Role2570,Dept1,973
Manager47,User745,Role1757,Dept1,745
Manager19,User107,Role1116,Dept1,107
Manager11,User89,Role2009,Dept1,89
Manager37,User248,Role933,Dept1,248
Manager31,User803,Role2056,Dept1,803
Manager12,User210,Role1418,Dept1,210
Manager47,User388,Role1000,Dept1,388
Manager15,User821,Role2725,Dept1,821
Manager48,User425,Role2441,Dept1,425
Manager46,User742,Role637,Dept1,742
Manager45,User988,Role61,Dept1,988
Manager40,User148,Role98,Dept1,148
Manager13,User830,Role1542,Dept1,830
Manager49,User822,Role1490,Dept1,822
Manager15,User271,Role1790,Dept1,271
Manager42,User191,Role1587,Dept1,191
Manager43,User229,Role480,Dept1,229
Manager39,User770,Role996,Dept1,770
Manager15,User377,Role184,Dept1,377
Manager13,User322,Role2777,Dept1,322
Manager27,User155,Role2468,Dept1,155
Manager34,User914,Role1373,Dept1,914
Manager3,User913,Role479,Dept1,913
Manager24,User673,Role2125,Dept1,673
Manager6,User199,Role2013,Dept1,199
Manager14,User495,Role2339,Dept1,495
Manager25,User406,Role2389,Dept1,406
Manager27,User595,Role2568,Dept1,595
